NOME FANTASIA,RAZÃO SOCIAL,CNPJ,TIPO,ATIVIDADE,NATUREZA JURÍDICA,PORTE,FATURAMENTO,CAPITAL SOCIAL,QUANT. FUNC.,DATA ABERT.,SÓCIOS,TELEFONE,EMAIL,CIDADE,ESTADO,BAIRRO,CEP,LOGRADOURO,NÚMERO,LOCATION,Lat,Lng,km.res$cluster
A F A Comercio De Combustiveis Eireli - Epp,A F A Comercio De Combustiveis Eireli - Epp,09.285.040/0001-00,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Belém,PB,Centro,,Rua Feliciano Pedroza,,"Rua Feliciano Pedroza, Belém - PB",-6.6998392,-35.5365038,4
J.B. Comercio De Ferragens,Comercial Nossa Senhora Do Livramento Ltda - Epp,05.368.938/0001-82,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Puxinana,PB,Centro ,,Avenida Justino Alves De Azevedo,,"Avenida Justino Alves De Azevedo, Puxinana - PB",-7.1472133,-35.9674965,4
Eletroferragens Comercio De Ferragens Limitada - Epp,Eletroferragens Comercio De Ferragens Limitada - Epp,08.566.739/0001-77,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,João Pessoa,PB,Centro,,Avenida Dom Pedro Ii,,"Avenida Dom Pedro Ii, João Pessoa - PB",-7.1297212,-34.8667054,4
Lojas Primavera Comercio De Moveis Ltda - Epp,Lojas Primavera Comercio De Moveis Ltda - Epp,08.843.666/0001-13,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,João Pessoa,PB,Centro,,Rua Da Republica,,"Rua Da Republica, João Pessoa - PB",-7.121307,-34.8891532,4
O Tamborim De Ouro Ltda - Epp,O Tamborim De Ouro Ltda - Epp,08.399.743/0001-98,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,João Pessoa,PB,Centro,,Rua Duque De Caxias,,"Rua Duque De Caxias, João Pessoa - PB",-7.1192533,-34.8839499,4
Edson Alves Gama Junior - Epp,Edson Alves Gama Junior - Epp,04.024.193/0001-71,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Bairro Novo,,Rua Jose Alvares Trigueiro,,"Rua Jose Alvares Trigueiro, Guarabira - PB",-6.8492727,-35.4932643,4
Ines Da Silva Machado - Epp,Ines Da Silva Machado - Epp,03.112.662/0001-41,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pirpirituba,PB,Centro,,Rua Presidente Joao Pessoa,,"Rua Presidente Joao Pessoa, Pirpirituba - PB",-6.781241,-35.497966,2
Jose Da Paz Lucas - Epp,Jose Da Paz Lucas - Epp,09.441.700/0001-96,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Congo,PB,Centro,,Rua Senador Ruy Carneiro,,"Rua Senador Ruy Carneiro, Congo - PB",-7.7955451,-36.6606673,4
Supermercado Dinossauro,Maxneide Casimiro Vieira - Epp,02.170.889/0001-80,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sousa,PB,Gato Preto,,Rua Manoel Gadelha Filho,,"Rua Manoel Gadelha Filho, Sousa - PB",-6.7617603,-38.2264151,4
Comercial De Alimentos Vitoria,Maria Roseli Comercio De Alimentos Eireli - Epp,17.261.508/0001-46,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Bayeux,PB,Sesi,,Rua Francisco Almeida,,"Rua Francisco Almeida, Bayeux - PB",-7.1242616,-34.9118732,4
Mundo Das Balas,F Santos Supermercado Ltda - Epp,04.680.580/0001-66,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Centro,,Avenida D Pedro Ii,,"Avenida D Pedro Ii, Guarabira - PB",-6.8528037,-35.4904629,4
Mercadinho Carrefuzinho,Comercio De Alimentos Diniz E Gama Ltda - Epp,24.270.739/0001-81,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,São José,,Rua Sao Luiz,,"Rua Sao Luiz, Guarabira - PB",-6.8597866,-35.4908125,4
Mercadinho Nova Esperanca,Elenai Maria Da Conceicao Gomes Eireli - Epp,19.239.550/0001-96,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Lucena,PB,Fagundes,,Rua Avelino De Carvalho,,"Rua Avelino De Carvalho, Lucena - PB",-6.9299813,-34.868196,2
Mercadinho Bom Preco,Pereira & Queiroz Comercio De Produts Alimenticios Ltda - Epp,04.540.286/0001-59,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,São João do Cariri,PB,Centro,,Rua Joao Pessoa,,"Rua Joao Pessoa, São João do Cariri - PB",-7.3915661,-36.5304964,4
Minimercado Santa Rita Ltda - Epp,Minimercado Santa Rita Ltda - Epp,08.886.103/0001-02,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Coremas,PB,Centro,,Rua Manoel Cavalcante,,"Rua Manoel Cavalcante, Coremas - PB",-7.0193622,-37.9417187,4
O Ponto Do Pao,Maricelio De Lima Pereira,12.492.899/0001-96,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Primavera,,Rua Henrique Pacifico,,"Rua Henrique Pacifico, Guarabira - PB",-6.8528169,-35.4983684,4
Ariosvaldo Menezes De Freitas 62952528420,Ariosvaldo Menezes De Freitas 62952528420,13.650.877/0001-70,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Bela Vista,,Rua Josue Pimentel,,"Rua Josue Pimentel, Guarabira - PB",-6.8511068,-35.4968692,4
Elma Maria Ribeiro 65185889420,Elma Maria Ribeiro 65185889420,12.502.734/0001-58,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,São José,,Rua Genival Braga Da Silva,,"Rua Genival Braga Da Silva, Guarabira - PB",-6.8596948,-35.4887421,4
Casa do Açaí,Leyde Dayane Da Silva Santos 10303841427,23.735.175/0001-42,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Centro,,Rua Getulio Vargas,,"Rua Getulio Vargas, Guarabira - PB",-6.855516,-35.4905049,4
Wilma Do Nascimento Silva Araujo 04159567495,Wilma Do Nascimento Silva Araujo 04159567495,12.159.289/0001-75,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Conjunto Assis Chateaubriand,,Rua Osvaldo Cruz,,"Rua Osvaldo Cruz, Guarabira - PB",-6.8640738,-35.4888641,4
Maria Lucia Rodrigues De Oliveira 00949439401,Maria Lucia Rodrigues De Oliveira 00949439401,11.666.731/0001-97,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,São José,,Rua Rua Sao Luiz,,"Rua Rua Sao Luiz, Guarabira - PB",-6.8537349,-35.4876981,4
Aluizio Da Silva Moura 44302339420,Aluizio Da Silva Moura 44302339420,12.837.972/0001-14,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Novo,,Rua Joao Gregorio,,"Rua Joao Gregorio, Guarabira - PB",-6.8453232,-35.4952054,4
Jose Estevam Do Nascimento Filho 20714971472,Jose Estevam Do Nascimento Filho 20714971472,23.419.467/0001-76,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Bela Vista,,Rua Manoel Benedito,,"Rua Manoel Benedito, Guarabira - PB",-6.8512253,-35.4989146,4
Debora Kelly Freitas De Sousa Me,Debora Kelly Freitas De Sousa Me,12.001.102/0001-00,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Novo,,Rua Antonio Gouveia Da Silva,,"Rua Antonio Gouveia Da Silva, Guarabira - PB",-6.8435771,-35.4943531,4
Supermercado Central,Isaias Vieira Bastos - Epp,03.766.564/0001-28,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Bananeiras,PB,Centro,,Rua Coronel Antonio Pessoa,,"Rua Coronel Antonio Pessoa, Bananeiras - PB",-6.7536287,-35.6332357,4
Francisco De Assis Barbosa Dos Santos,Francisco De Assis Barbosa Dos Santos,24.221.236/0001-16,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Aroeiras,PB,Centro,,Rua Antonio Goncalves,,"Rua Antonio Goncalves, Aroeiras - PB",-7.5454794,-35.7075555,4
Maria Jose Alves 97719056868,Maria Jose Alves 97719056868,14.013.938/0001-50,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Centro,,: Rua Severina Matos,,": Rua Severina Matos, Monteiro - PB",-7.8967491,-37.1186376,4
Edinalva Bezerra De Lima 08640659494,Edinalva Bezerra De Lima 08640659494,14.580.675/0001-61,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Alto do São Vincente,,Rua Vinte E Tres,,"Rua Vinte E Tres, Monteiro - PB",-7.8887727,-37.1171012,4
J Rua Ferreira Da Silva,J Rua Ferreira Da Silva,18.936.834/0001-79,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Quinta da Boa Vista,,Rua Deocleciano Pereira De Lima,,"Rua Deocleciano Pereira De Lima, Monteiro - PB",-7.8947648,-37.1176638,4
Marcelene Bezerra Patriota 49713000404,Marcelene Bezerra Patriota 49713000404,15.291.549/0001-50,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Alto do São Vincente,,Rua Sebastiao Targino,,"Rua Sebastiao Targino, Monteiro - PB",-7.8990037,-37.1200019,4
Edilza Cristiana Alves Silva 05150804460,Edilza Cristiana Alves Silva 05150804460,13.302.698/0001-41,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Conjunto Mutirao/ Vila Mariz,,Rua Projetada,,"Rua Projetada, Monteiro - PB",-7.8935413,-37.1156299,4
Josefa Maria Da Silva Sousa 01941179444,Josefa Maria Da Silva Sousa 01941179444,14.713.656/0001-66,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Monteiro,PB,Alto da Bela Vista,,Avenida Vicente Ramos,,"Avenida Vicente Ramos, Monteiro - PB",-7.8904539,-37.1160483,4
Valdir Viana De Medeiros 37432117420,Valdir Viana De Medeiros 37432117420,12.093.008/0001-29,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Junco Do Serido,PB,Santo Antônio,,Rua Manoel Paulino,,"Rua Manoel Paulino, Junco Do Serido - PB",-6.9920312,-36.7131328,4
Mercadinho Sertanejo,Maria Do Socorro Gomes Vieira De Almeida - Epp,03.429.807/0001-32,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Pombal,PB,Centro,,Rua Antonio Fernandes De Almeida,,"Rua Antonio Fernandes De Almeida, Pombal - PB",-6.7701938,-37.7962069,4
Maria Ferreira De Sousa - Epp,Maria Ferreira De Sousa - Epp,03.108.142/0001-65,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Ibiara,PB,Ibiarinha,,Rua Joao Ciriaco,,"Rua Joao Ciriaco, Ibiara - PB",-7.5070803,-38.4111863,4
Lara Maquinas E Ferramentas Eireli - Epp,Lara Maquinas E Ferramentas Eireli - Epp,70.110.630/0001-02,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,João Pessoa,PB,Varadouro,,Rua Maciel Pinheiro,,"Rua Maciel Pinheiro, João Pessoa - PB",-7.1172054,-34.8890137,4
Casa Shopping,F A Santos - Epp,08.785.982/0001-86,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Centro,,Rua Costa Beiriz,,"Rua Costa Beiriz, Guarabira - PB",-6.8517545,-35.4904652,4
Loja HL,Helder Teixeira Da Costa - Epp,03.177.325/0001-32,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cuité,PB,Centro,,Rua Pedro Simoes,,"Rua Pedro Simoes, Cuité - PB",-6.4858797,-36.1572342,4
Panificadora Dantas,Amilton Carlos Dos Santos Dantas - Epp,02.539.830/0001-17,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Baraúna,PB,Centro,,Rua Getulio Vargas,,"Rua Getulio Vargas, Baraúna - PB",-6.6431681,-36.2537937,4
Panificadora Nossa Senhora De Fatima,Maria Maura Dos Santos 92932045415,21.239.233/0001-11,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Santa Luzia,PB,Centro,,Rua Abdon Nobrega,,"Rua Abdon Nobrega, Santa Luzia - PB",-6.87153,-36.9211053,4
Master Carne ,Frigorifico Estrela Ltda - Epp,05.284.923/0001-36,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Centro,,Rua Sabiniano Maia,,"Rua Sabiniano Maia, Guarabira - PB",-6.8552019,-35.4881401,4
O Boticário,Jose Cavalcanti Da Silva Filho - Epp,06.023.437/0001-27,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Uiraúna,PB,Centro,,Rua Jose Joaquim Duarte,,"Rua Jose Joaquim Duarte, Uiraúna - PB",-6.5205343,-38.411077,2
Kassia Jany Rafael De Oliveira 03538914443,Kassia Jany Rafael De Oliveira 03538914443,15.830.945/0001-08,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Santa Cruz,PB,Centro,,Avenida Professor Nestor Antunes,,"Avenida Professor Nestor Antunes, Santa Cruz - PB",-6.5365035,-38.0622383,4
Auto Posto Mari,Aracagi Auto Posto Ltda - Epp,19.496.681/0001-59,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Araçagi,PB,Bom Jardim,,Rua Projetada,,"Rua Projetada, Araçagi - PB",-6.8524509,-35.3869069,4
Posto Pedro Furtado,Furtado E Cia Ltda - Epp,09.220.427/0001-70,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cabedelo,PB,Centro,,Rua Duque De Caxias,,"Rua Duque De Caxias, Cabedelo - PB",-6.9718703,-34.8347847,4
Posto Costinha Iii,Brazil Combustiveis Ltda - Epp,03.861.460/0001-00,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cabedelo,PB,Centro,,Avenida Duque De Caxias,,"Avenida Duque De Caxias, Cabedelo - PB",-7.1192533,-34.8839499,4
Auto Posto Mogeirense Ltda - Epp,Auto Posto Mogeirense Ltda - Epp,01.604.613/0001-09,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Mogeiro,PB,Centro,,Avenida Jose Silveira,,"Avenida Jose Silveira, Mogeiro - PB",-7.3061055,-35.4765671,4
Posto Petrobravo,Posto De Combustivel Petrobravo Ltda - Epp,08.754.544/0001-50,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Gado Bravo,PB,Sítio Juá,,Rodovia Pb 102,,"Rodovia Pb 102, Gado Bravo - PB",-7.5606865,-35.7696238,4
Posto De Combustiveis E Lubrificantes Santa Ana Ltda - Epp,Posto De Combustiveis E Lubrificantes Santa Ana Ltda - Epp,12.920.377/0001-48,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Serra branca,PB,Pilão,,Rodovia Br 412 Km 74,,"Rodovia Br 412 Km 74, Serra branca - PB",-7.487277,-36.6480447,4
Vieira Comercial De Combustiveis E Lubrificantes Ltda - Epp,Vieira Comercial De Combustiveis E Lubrificantes Ltda - Epp,02.366.416/0001-53,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Serra branca,PB,Alto da Conceição,,Rodovia Br 412 Km 73,,"Rodovia Br 412 Km 73, Serra branca - PB",-7.4871143,-36.6466914,4
Auto Posto Buzinao Ltda - Epp,Auto Posto Buzinao Ltda - Epp,11.182.551/0001-30,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,São Mamede,PB,Centro,,Rua Januncio Nobrega,,"Rua Januncio Nobrega, São Mamede - PB",-6.9269074,-37.0932123,4
Ls Autoposto De Combustivel Ltda - Epp,Ls Autoposto De Combustivel Ltda - Epp,13.510.135/0001-49,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Gado Bravo,PB,Centro,,Rua Projetada,,"Rua Projetada, Gado Bravo - PB",-7.5823982,-35.7914587,4
J V Gregorio Combustiveis Ltda - Epp,J V Gregorio Combustiveis Ltda - Epp,05.797.040/0001-20,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sao Jose Da Lagoa Tapada,PB,Centro,,Rua Ananias Sarmento,,"Rua Ananias Sarmento, Sao Jose Da Lagoa Tapada - PB",-6.9413298,-38.1645429,4
Posto Sao Francisco,Mendes Combustiveis Ltda - Epp,07.216.130/0001-05,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Nazarezinho,PB,Bela Vista,,Rua Dr. Silva Mariz,,"Rua Dr. Silva Mariz, Nazarezinho - PB",-6.9136351,-38.3261219,4
Posto Ellos Combustiveis E Lubrificantes Ltda. - Epp,Posto Ellos Combustiveis E Lubrificantes Ltda. - Epp,07.175.449/0001-30,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Brejo dos Santos,PB,Centro,,Rua Jos Francisco,,"Rua Jos Francisco, Brejo dos Santos - PB",-6.3801303,-37.8246323,4
Posto Frei Damiao,Auto Posto Frei Damiao Ltda - Epp,07.469.622/0001-02,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Belem Do Brejo Do Cruz,PB,Centro,,Rua Alcindo Olimpio Maia,,"Rua Alcindo Olimpio Maia, Belem Do Brejo Do Cruz - PB",-6.1872648,-37.533044,2
Naercio Gledson Cavalcante - Epp,Naercio Gledson Cavalcante - Epp,03.379.760/0001-40,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Coremas,PB,Centro,,Rua Linha De Ferro,,"Rua Linha De Ferro, Coremas - PB",-7.0160878,-37.9468095,4
Posto Sao Sebastiao,Sandro Rozaneo Campos De Figueiredo - Epp,02.846.887/0001-69,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sao Sebastiao Do Umbuzeiro,PB,Centro,,Rua Vicente Pedro,,"Rua Vicente Pedro, Sao Sebastiao Do Umbuzeiro - PB",-8.1534935,-37.0097679,4
Posto Cidade Sorriso,Geraldo Vieira De Sousa - Epp,07.664.608/0001-60,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sousa,PB,Centro,,Rua Luiz Pereira Da Silva,,"Rua Luiz Pereira Da Silva, Sousa - PB",-6.7630475,-38.2304762,4
Auto Posto Edson Araujo,Nerineuma Vieira De Sousa Guedes - Epp,00.142.702/0001-00,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Brejo dos Santos,PB,Centro,,Rua Antonio Benjamin Cruz,,"Rua Antonio Benjamin Cruz, Brejo dos Santos - PB",-6.3764752,-37.8244889,4
Auto Posto Sao Domingos,Francisco Jandilson Lourenco De Sousa - Epp,15.596.886/0001-55,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sao Domingos De Pombal,PB,Centro,,Rua Jose Alves De Melo,,"Rua Jose Alves De Melo, Sao Domingos De Pombal - PB",-6.8141346,-37.9381506,4
Gustavo Auto Posto,Junes Klebson Galdino Dos Santos - Epp,17.767.024/0001-73,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Brejo dos Santos,PB,Centro,,Rua Conrado Severino,,"Rua Conrado Severino, Brejo dos Santos - PB",-6.3799898,-37.8251176,4
T. Alcantara Goncalves - Epp,T. Alcantara Goncalves - Epp,02.562.907/0001-70,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Serra branca,PB,Centro,,Rua Bento Ribeiro De Assis,,"Rua Bento Ribeiro De Assis, Serra branca - PB",-7.4853619,-36.6617933,4
Paulo Tomaz Construcoes Ltda - Epp,Paulo Tomaz Construcoes Ltda - Epp,02.087.095/0001-58,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Faixa da Pista,,Avenida Otacilio L Cabral,,"Avenida Otacilio L Cabral, Guarabira - PB",-6.8641394,-35.4939005,4
Comercial De Ferragens Paulo Tomaz Ltda - Epp,Comercial De Ferragens Paulo Tomaz Ltda - Epp,41.205.725/0001-01,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Guarabira,PB,Centro,,Avenida Padre Inacio De Almeida,,"Avenida Padre Inacio De Almeida, Guarabira - PB",-6.8494752,-35.490501,2
Comercio De Materiais De Construcao Boa Hora Ltda - Epp,Comercio De Materiais De Construcao Boa Hora Ltda - Epp,05.411.516/0001-42,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sapé,PB,Centro,,Avenida Comendador Rua Ribeiro Coutinho,,"Avenida Comendador Rua Ribeiro Coutinho, Sapé - PB",-7.0929255,-35.2337622,4
Disk Cimento,Geovanda Maria Souza Da Costa - Epp,11.624.135/0001-44,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cabedelo,PB,Centro,,Rua Ismael Farias,,"Rua Ismael Farias, Cabedelo - PB",-6.973003,-34.8341893,4
Antonio Agostinho Da Silva - Epp,Antonio Agostinho Da Silva - Epp,01.024.323/0001-88,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Brejo dos Santos,PB,Centro,,Rua Apolonio Pereira,,"Rua Apolonio Pereira, Brejo dos Santos - PB",-6.3771579,-37.8250272,4
Jose Cirilo Da Silva & Cia. Ltda - Epp,Jose Cirilo Da Silva & Cia. Ltda - Epp,24.500.894/0001-47,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Santa Luzia,PB,Centro,,Rua Jose Americo,,"Rua Jose Americo, Santa Luzia - PB",-6.8725803,-36.9173772,4
Projecoes Materias Em Geral,Fernandes & Araujo - Materiais De Construcao Ltda - Epp,14.840.333/0001-33,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Sao Jose Da Lagoa Tapada,PB,Centro,,Rua Ananias Sarmento,,"Rua Ananias Sarmento, Sao Jose Da Lagoa Tapada - PB",-6.9413298,-38.1645429,4
Construcenter Ltda - Epp,Construcenter Ltda - Epp,40.953.200/0001-83,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cajazeiras,PB,Centro,,Major Jose Marques Galvao,,"Major Jose Marques Galvao, Cajazeiras - PB",-6.8897071,-38.5612185,4
Vidrax Comercio E Industria De Vidros Ltda - Epp,Vidrax Comercio E Industria De Vidros Ltda - Epp,09.383.837/0001-31,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,João Pessoa,PB,Centro,,Avenida Epitacio Pessoa,,"Avenida Epitacio Pessoa, João Pessoa - PB",-7.1196999,-34.8471031,4
O Vieirao Material De Construcao,Ramildo Wanderley Medeiros Costa - Epp,10.346.535/0001-72,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cuité,PB,Centro,,Rua Adauto Soares,,"Rua Adauto Soares, Cuité - PB",-6.4812158,-36.150541,2
Loja De Moveis Cordeiro,Miguel Cordeiro Neto - Epp,03.180.371/0001-90,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Tavares,PB,Centro,,Rua Manoel Lima,,"Rua Manoel Lima, Tavares - PB",-7.6362702,-37.8786973,4
Ubiracildo Fernandes Da Rocha - Epp,Ubiracildo Fernandes Da Rocha - Epp,07.044.036/0001-16,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cuité,PB,Centro,,Rua Vereador Francisco Patricio De Araujo,,"Rua Vereador Francisco Patricio De Araujo, Cuité - PB",-6.4848236,-36.153902,2
Loja Sol Nascente,Valdinele Gomes Costa - Epp,01.734.861/0001-66,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Cacimba de Dentro,PB,Centro,,Rua Severino Camara Da Cunha,,"Rua Severino Camara Da Cunha, Cacimba de Dentro - PB",-6.6387173,-35.794035,2
Alana Dos Santos Carneiro,Alana Dos Santos Carneiro,20.502.181/0001-61,COMÉRCIO,Comércio varejista,-,Pequeno Porte,de R$360 mil até R$3.6 M ,-,-,-,-,-,-,Patos,PB,Centro,,Rua Doutor Jose Genuino,,"Rua Doutor Jose Genuino, Patos - PB",-7.029129,-37.2844776,4
